title,genres,overview,cast,director,keywords,vote_average,poster_path,language,industry
Big Bully (1996),Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,4.4,,English,Hollywood
Screamers (1995),Action Sci-Fi Thriller,Movie with genres Action Sci-Fi Thriller. User tags: ,,,,6.8,,English,Hollywood
Nico Icon (1995),Documentary,Movie with genres Documentary. User tags: ,,,,8.0,,English,Hollywood
"Crossing Guard, The (1995)",Action Crime Drama Thriller,Movie with genres Action Crime Drama Thriller. User tags: ,,,,6.67,,English,Hollywood
"Juror, The (1996)",Drama Thriller,Movie with genres Drama Thriller. User tags: ,,,,5.53,,English,Hollywood
"White Balloon, The (Badkonake sefid) (1995)",Children Drama,Movie with genres Children Drama. User tags: ,,,,8.0,,English,Hollywood
Things to Do in Denver When You're Dead (1995),Crime Drama Romance,Movie with genres Crime Drama Romance. User tags: ,,,,6.21,,English,Hollywood
Antonia's Line (Antonia) (1995),Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,7.75,,English,Hollywood
Once Upon a Time... When We Were Colored (1995),Drama Romance,Movie with genres Drama Romance. User tags: ,,,,6.0,,English,Hollywood
Angels and Insects (1995),Drama Romance,Movie with genres Drama Romance. User tags: ,,,,7.71,,English,Hollywood
White Squall (1996),Action Adventure Drama,Movie with genres Action Adventure Drama. User tags: ,,,,7.93,,English,Hollywood
Dunston Checks In (1996),Children Comedy,Movie with genres Children Comedy. User tags: ,,,,5.0,,English,Hollywood
Black Sheep (1996),Comedy,Movie with genres Comedy. User tags: ,,,,6.31,,English,Hollywood
Nick of Time (1995),Action Thriller,Movie with genres Action Thriller. User tags: ,,,,6.5,,English,Hollywood
Mary Reilly (1996),Drama Horror Thriller,Movie with genres Drama Horror Thriller. User tags: Jekyll and Hyde,,,Jekyll and Hyde,5.25,,English,Hollywood
Vampire in Brooklyn (1995),Comedy Horror Romance,Movie with genres Comedy Horror Romance. User tags: ,,,,5.67,,English,Hollywood
Beautiful Girls (1996),Comedy Drama Romance,Movie with genres Comedy Drama Romance. User tags: ,,,,7.9,,English,Hollywood
Broken Arrow (1996),Action Adventure Thriller,Movie with genres Action Adventure Thriller. User tags: ,,,,6.05,,English,Hollywood
In the Bleak Midwinter (1995),Comedy Drama,Movie with genres Comedy Drama. User tags: theater,,,theater,7.0,,English,Hollywood
"Hate (Haine, La) (1995)",Crime Drama,Movie with genres Crime Drama. User tags: ,,,,7.8,,English,Hollywood
Heidi Fleiss: Hollywood Madam (1995),Documentary,Movie with genres Documentary. User tags: ,,,,10.0,,English,Hollywood
City Hall (1996),Drama Thriller,Movie with genres Drama Thriller. User tags: ,,,,5.57,,English,Hollywood
Bottle Rocket (1996),Adventure Comedy Crime Romance,Movie with genres Adventure Comedy Crime Romance. User tags: crime off-beat comedy quirky,,,crime off-beat comedy quirky,7.57,,English,Hollywood
Mr. Wrong (1996),Comedy,Movie with genres Comedy. User tags: ,,,,4.8,,English,Hollywood
Unforgettable (1996),Mystery Sci-Fi Thriller,Movie with genres Mystery Sci-Fi Thriller. User tags: ,,,,6.0,,English,Hollywood
Happy Gilmore (1996),Comedy,Movie with genres Comedy. User tags: Adam Sandler golf test tag,,,Adam Sandler golf test tag,6.88,,English,Hollywood
"Bridges of Madison County, The (1995)",Drama Romance,Movie with genres Drama Romance. User tags: ,,,,6.57,,English,Hollywood
Nobody Loves Me (Keiner liebt mich) (1994),Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,8.0,,English,Hollywood
Muppet Treasure Island (1996),Adventure Children Comedy Musical,Movie with genres Adventure Children Comedy Musical. User tags: muppets,,,muppets,6.65,,English,Hollywood
Catwalk (1996),Documentary,Movie with genres Documentary. User tags: ,,,,8.0,,English,Hollywood
Braveheart (1995),Action Drama War,Movie with genres Action Drama War. User tags: Medieval Oscar (Best Cinematography) Scotland beautiful scenery epic historical inspirational mel gibson revenge sword fight,,,Medieval Oscar (Best Cinematography) Scotland beautiful scenery epic historical inspirational mel gibson revenge sword fight,8.06,,English,Hollywood
Taxi Driver (1976),Crime Drama Thriller,Movie with genres Crime Drama Thriller. User tags: assassination,,,assassination,8.21,,English,Hollywood
Rumble in the Bronx (Hont faan kui) (1995),Action Adventure Comedy Crime,Movie with genres Action Adventure Comedy Crime. User tags: ,,,,7.09,,English,Hollywood
Before and After (1996),Drama Mystery,Movie with genres Drama Mystery. User tags: ,,,,6.67,,English,Hollywood
Anne Frank Remembered (1995),Documentary,Movie with genres Documentary. User tags: Holocaust,,,Holocaust,7.8,,English,Hollywood
"Young Poisoner's Handbook, The (1995)",Crime Drama,Movie with genres Crime Drama. User tags: ,,,,6.0,,English,Hollywood
If Lucy Fell (1996),Comedy Romance,Movie with genres Comedy Romance. User tags: ,,,,5.0,,English,Hollywood
"Steal Big, Steal Little (1995)",Comedy,Movie with genres Comedy. User tags: ,,,,6.0,,English,Hollywood
"Boys of St. Vincent, The (1992)",Drama,Movie with genres Drama. User tags: ,,,,8.0,,English,Hollywood
Boomerang (1992),Comedy Romance,Movie with genres Comedy Romance. User tags: dating,,,dating,5.31,,English,Hollywood
Chungking Express (Chung Hing sam lam) (1994),Drama Mystery Romance,Movie with genres Drama Mystery Romance. User tags: ,,,,8.75,,English,Hollywood
Flirting With Disaster (1996),Comedy,Movie with genres Comedy. User tags: ,,,,7.17,,English,Hollywood
"NeverEnding Story III, The (1994)",Adventure Children Fantasy,Movie with genres Adventure Children Fantasy. User tags: ,,,,4.0,,English,Hollywood
Jupiter's Wife (1994),Documentary,Movie with genres Documentary. User tags: ,,,,6.0,,English,Hollywood
Pie in the Sky (1996),Comedy Romance,Movie with genres Comedy Romance. User tags: ,,,,4.0,,English,Hollywood
Jade (1995),Thriller,Movie with genres Thriller. User tags: ,,,,5.67,,English,Hollywood
Down Periscope (1996),Comedy,Movie with genres Comedy. User tags: ,,,,5.9,,English,Hollywood
Man of the Year (1995),Documentary,Movie with genres Documentary. User tags: ,,,,6.0,,English,Hollywood
Up Close and Personal (1996),Drama Romance,Movie with genres Drama Romance. User tags: journalism,,,journalism,7.0,,English,Hollywood
"Birdcage, The (1996)",Comedy,Movie with genres Comedy. User tags: ,,,,6.99,,English,Hollywood
"Brothers McMullen, The (1995)",Comedy,Movie with genres Comedy. User tags: ,,,,6.67,,English,Hollywood
Bad Boys (1995),Action Comedy Crime Drama Thriller,Movie with genres Action Comedy Crime Drama Thriller. User tags: ,,,,6.49,,English,Hollywood
"Amazing Panda Adventure, The (1995)",Adventure Children,Movie with genres Adventure Children. User tags: ,,,,6.67,,English,Hollywood
"Basketball Diaries, The (1995)",Drama,Movie with genres Drama. User tags: Leonardo DiCaprio Mark Wahlberg addiction heroin,,,Leonardo DiCaprio Mark Wahlberg addiction heroin,6.93,,English,Hollywood
"Awfully Big Adventure, An (1995)",Drama,Movie with genres Drama. User tags: ,,,,10.0,,English,Hollywood
Amateur (1994),Crime Drama Thriller,Movie with genres Crime Drama Thriller. User tags: ,,,,4.0,,English,Hollywood
Apollo 13 (1995),Adventure Drama IMAX,Movie with genres Adventure Drama IMAX. User tags: NASA moon space,,,NASA moon space,7.69,,English,Hollywood
Rob Roy (1995),Action Drama Romance War,Movie with genres Action Drama Romance War. User tags: ,,,,7.09,,English,Hollywood
"Addiction, The (1995)",Drama Horror,Movie with genres Drama Horror. User tags: ,,,,3.0,,English,Hollywood
Batman Forever (1995),Action Adventure Comedy Crime,Movie with genres Action Adventure Comedy Crime. User tags: superhero,,,superhero,5.83,,English,Hollywood
Beauty of the Day (Belle de jour) (1967),Drama,Movie with genres Drama. User tags: ,,,,7.75,,English,Hollywood
Beyond Rangoon (1995),Adventure Drama War,Movie with genres Adventure Drama War. User tags: ,,,,4.83,,English,Hollywood
Blue in the Face (1995),Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,6.67,,English,Hollywood
Canadian Bacon (1995),Comedy War,Movie with genres Comedy War. User tags: ,,,,5.73,,English,Hollywood
Casper (1995),Adventure Children,Movie with genres Adventure Children. User tags: ,,,,5.61,,English,Hollywood
Clockers (1995),Crime Drama Mystery,Movie with genres Crime Drama Mystery. User tags: ,,,,5.79,,English,Hollywood
Congo (1995),Action Adventure Mystery Sci-Fi,Movie with genres Action Adventure Mystery Sci-Fi. User tags: Michael Crichton,,,Michael Crichton,5.75,,English,Hollywood
Crimson Tide (1995),Drama Thriller War,Movie with genres Drama Thriller War. User tags: submarine,,,submarine,7.27,,English,Hollywood
Crumb (1994),Documentary,Movie with genres Documentary. User tags: In Netflix queue,,,In Netflix queue,8.41,,English,Hollywood
Desperado (1995),Action Romance Western,Movie with genres Action Romance Western. User tags: ,,,,7.12,,English,Hollywood
Devil in a Blue Dress (1995),Crime Film-Noir Mystery Thriller,Movie with genres Crime Film-Noir Mystery Thriller. User tags: ,,,,6.64,,English,Hollywood
Die Hard: With a Vengeance (1995),Action Crime Thriller,Movie with genres Action Crime Thriller. User tags: ,,,,7.11,,English,Hollywood
"Doom Generation, The (1995)",Comedy Crime Drama,Movie with genres Comedy Crime Drama. User tags: ,,,,5.67,,English,Hollywood
First Knight (1995),Action Drama Romance,Movie with genres Action Drama Romance. User tags: ,,,,6.17,,English,Hollywood
Free Willy 2: The Adventure Home (1995),Adventure Children Drama,Movie with genres Adventure Children Drama. User tags: ,,,,4.8,,English,Hollywood
Hackers (1995),Action Adventure Crime Thriller,Movie with genres Action Adventure Crime Thriller. User tags: ,,,,6.46,,English,Hollywood
Jeffrey (1995),Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,7.67,,English,Hollywood
Johnny Mnemonic (1995),Action Sci-Fi Thriller,Movie with genres Action Sci-Fi Thriller. User tags: ,,,,5.36,,English,Hollywood
Judge Dredd (1995),Action Crime Sci-Fi,Movie with genres Action Crime Sci-Fi. User tags: ,,,,5.34,,English,Hollywood
Jury Duty (1995),Comedy,Movie with genres Comedy. User tags: ,,,,5.4,,English,Hollywood
Kids (1995),Drama,Movie with genres Drama. User tags: New York City Nudity (Full Frontal) controversial,,,New York City Nudity (Full Frontal) controversial,7.95,,English,Hollywood
Living in Oblivion (1995),Comedy,Movie with genres Comedy. User tags: ,,,,8.62,,English,Hollywood
Lord of Illusions (1995),Horror,Movie with genres Horror. User tags: ,,,,5.5,,English,Hollywood
Love & Human Remains (1993),Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,2.0,,English,Hollywood
Mad Love (1995),Drama Romance,Movie with genres Drama Romance. User tags: ,,,,3.0,,English,Hollywood
Mallrats (1995),Comedy Romance,Movie with genres Comedy Romance. User tags: ,,,,6.81,,English,Hollywood
Mighty Morphin Power Rangers: The Movie (1995),Action Children,Movie with genres Action Children. User tags: ,,,,4.53,,English,Hollywood
Mute Witness (1994),Comedy Horror Thriller,Movie with genres Comedy Horror Thriller. User tags: ,,,,7.0,,English,Hollywood
Nadja (1994),Drama,Movie with genres Drama. User tags: ,,,,7.0,,English,Hollywood
"Net, The (1995)",Action Crime Thriller,Movie with genres Action Crime Thriller. User tags: computers,,,computers,6.08,,English,Hollywood
Nine Months (1995),Comedy Romance,Movie with genres Comedy Romance. User tags: ,,,,5.65,,English,Hollywood
Party Girl (1995),Comedy,Movie with genres Comedy. User tags: ,,,,8.25,,English,Hollywood
"Prophecy, The (1995)",Fantasy Horror Mystery,Movie with genres Fantasy Horror Mystery. User tags: ,,,,6.92,,English,Hollywood
Reckless (1995),Comedy Fantasy,Movie with genres Comedy Fantasy. User tags: ,,,,6.0,,English,Hollywood
Safe (1995),Thriller,Movie with genres Thriller. User tags: ,,,,5.6,,English,Hollywood
"Scarlet Letter, The (1995)",Drama Romance,Movie with genres Drama Romance. User tags: ,,,,4.83,,English,Hollywood
Showgirls (1995),Drama,Movie with genres Drama. User tags: ,,,,4.94,,English,Hollywood
Smoke (1995),Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,7.33,,English,Hollywood
Something to Talk About (1995),Comedy Drama Romance,Movie with genres Comedy Drama Romance. User tags: ,,,,6.2,,English,Hollywood
Species (1995),Horror Sci-Fi,Movie with genres Horror Sci-Fi. User tags: ,,,,5.33,,English,Hollywood
Strange Days (1995),Action Crime Drama Mystery Sci-Fi Thriller,Movie with genres Action Crime Drama Mystery Sci-Fi Thriller. User tags: ,,,,6.5,,English,Hollywood
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama Musical Romance,Movie with genres Drama Musical Romance. User tags: Made me cry,,,Made me cry,8.25,,English,Hollywood
Three Wishes (1995),Drama Fantasy,Movie with genres Drama Fantasy. User tags: ,,,,6.0,,English,Hollywood
Total Eclipse (1995),Drama Romance,Movie with genres Drama Romance. User tags: ,,,,6.0,,English,Hollywood
"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,Movie with genres Comedy. User tags: ,,,,6.86,,English,Hollywood
Under Siege 2: Dark Territory (1995),Action,Movie with genres Action. User tags: ,,,,5.43,,English,Hollywood
Unstrung Heroes (1995),Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,6.33,,English,Hollywood
Unzipped (1995),Documentary,Movie with genres Documentary. User tags: ,,,,6.0,,English,Hollywood
"Walk in the Clouds, A (1995)",Drama Romance,Movie with genres Drama Romance. User tags: ,,,,6.86,,English,Hollywood
Waterworld (1995),Action Adventure Sci-Fi,Movie with genres Action Adventure Sci-Fi. User tags: ,,,,5.83,,English,Hollywood
White Man's Burden (1995),Drama,Movie with genres Drama. User tags: ,,,,6.33,,English,Hollywood
Wild Bill (1995),Western,Movie with genres Western. User tags: ,,,,6.0,,English,Hollywood
"Browning Version, The (1994)",Drama,Movie with genres Drama. User tags: ,,,,7.0,,English,Hollywood
Bushwhacked (1995),Adventure Comedy Crime Mystery,Movie with genres Adventure Comedy Crime Mystery. User tags: ,,,,6.0,,English,Hollywood
Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,Movie with genres Drama. User tags: ,,,,7.67,,English,Hollywood
Before the Rain (Pred dozhdot) (1994),Drama War,Movie with genres Drama War. User tags: ,,,,8.0,,English,Hollywood
Before Sunrise (1995),Drama Romance,Movie with genres Drama Romance. User tags: generation X,,,generation X,8.08,,English,Hollywood
Billy Madison (1995),Comedy,Movie with genres Comedy. User tags: Adam Sandler school stop looking at me swan,,,Adam Sandler school stop looking at me swan,6.65,,English,Hollywood
"Babysitter, The (1995)",Drama Thriller,Movie with genres Drama Thriller. User tags: ,,,,4.67,,English,Hollywood
Boys on the Side (1995),Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,6.86,,English,Hollywood
"Cure, The (1995)",Drama,Movie with genres Drama. User tags: ,,,,6.0,,English,Hollywood
Castle Freak (1995),Horror,Movie with genres Horror. User tags: ,,,,6.0,,English,Hollywood
Circle of Friends (1995),Drama Romance,Movie with genres Drama Romance. User tags: Ireland,,,Ireland,7.5,,English,Hollywood
Clerks (1994),Comedy,Movie with genres Comedy. User tags: cynical generation X hilarious independent film quirky witty,,,cynical generation X hilarious independent film quirky witty,7.71,,English,Hollywood
Don Juan DeMarco (1995),Comedy Drama Romance,Movie with genres Comedy Drama Romance. User tags: mental illness psychology,,,mental illness psychology,7.22,,English,Hollywood
Disclosure (1994),Drama Thriller,Movie with genres Drama Thriller. User tags: ,,,,7.08,,English,Hollywood
Drop Zone (1994),Action Thriller,Movie with genres Action Thriller. User tags: ,,,,5.73,,English,Hollywood
Destiny Turns on the Radio (1995),Comedy,Movie with genres Comedy. User tags: ,,,,4.67,,English,Hollywood
Death and the Maiden (1994),Drama Thriller,Movie with genres Drama Thriller. User tags: ,,,,6.86,,English,Hollywood
Dolores Claiborne (1995),Drama Thriller,Movie with genres Drama Thriller. User tags: Stephen King,,,Stephen King,6.79,,English,Hollywood
